MCCMNC,ISO,Network
42402,ae,Etisalat
43102,ae,Etisalat
23403,gb,Airtel/Vodafone
23477,gb,BT Group
23476,gb,BT Group
23407,gb,Cable and Wireless
23492,gb,Cable and Wireless
23436,gb,Cable and Wireless Isle of Man
23418,gb,Cloud9/wire9 Tel.
23502,gb,Everyth. Ev.wh.
23417,gb,FlexTel
23455,gb,Guernsey Telecoms
23414,gb,HaySystems
23494,gb,H3G Hutchinson
23420,gb,H3G Hutchinson
23475,gb,Inquam Telecom Ltd
23450,gb,Jersey Telecom
23435,gb,JSC Ingenicum
23426,gb,Lycamobile
23458,gb,Manx Telecom
23401,gb,Mapesbury C. Ltd
23428,gb,Marthon Telecom
23410,gb,O2 Ltd.
23402,gb,O2 Ltd.
23411,gb,O2 Ltd.
23408,gb,OnePhone
23416,gb,Opal Telecom
23434,gb,Everyth. Ev.wh./Orange
23433,gb,Everyth. Ev.wh./Orange
23419,gb,PMN/Teleware
23412,gb,Railtrack Plc
23422,gb,Routotelecom
23457,gb,Sky UK Limited
23424,gb,Stour Marine
23437,gb,Synectiv Ltd.
23431,gb,Everyth. Ev.wh./T-Mobile
23430,gb,Everyth. Ev.wh./T-Mobile
23432,gb,Everyth. Ev.wh./T-Mobile
23427,gb,Vodafone
23409,gb,Tismi
23425,gb,Truphone
23451,gb,Jersey Telecom
23423,gb,Vectofone Mobile Wifi
23491,gb,Vodafone
23415,gb,Vodafone
23478,gb,Wave Telecom Ltd
310850,us,Aeris Comm. Inc.
310510,us,Airtel Wireless LLC
312090,us,Allied Wireless Communications Corporation
310710,us,Arctic Slope Telephone Association Cooperative Inc.
310070,us,AT&T Wireless Inc.
310560,us,AT&T Wireless Inc.
310410,us,AT&T Wireless Inc.
310380,us,AT&T Wireless Inc.
310170,us,AT&T Wireless Inc.
310150,us,AT&T Wireless Inc.
310680,us,AT&T Wireless Inc.
310980,us,AT&T Wireless Inc.
311810,us,Bluegrass Wireless LLC
311800,us,Bluegrass Wireless LLC
311440,us,Bluegrass Wireless LLC
310900,us,Cable & Communications Corp.
311590,us,California RSA No. 3 Limited Partnership
311500,us,Cambridge Telephone Company Inc.
310830,us,Caprock Cellular Ltd.
311275,us,Verizon Wireless
311480,us,Verizon Wireless
310012,us,Verizon Wireless
311280,us,Verizon Wireless
311485,us,Verizon Wireless
311110,us,Verizon Wireless
311285,us,Verizon Wireless
311274,us,Verizon Wireless
311390,us,Verizon Wireless
310010,us,Verizon Wireless
311279,us,Verizon Wireless
311484,us,Verizon Wireless
310910,us,Verizon Wireless
311284,us,Verizon Wireless
311489,us,Verizon Wireless
311273,us,Verizon Wireless
311289,us,Verizon Wireless
310004,us,Verizon Wireless
311278,us,Verizon Wireless
311483,us,Verizon Wireless
310890,us,Verizon Wireless
311283,us,Verizon Wireless
311488,us,Verizon Wireless
311272,us,Verizon Wireless
311288,us,Verizon Wireless
311277,us,Verizon Wireless
311482,us,Verizon Wireless
310590,us,Verizon Wireless
311282,us,Verizon Wireless
311487,us,Verizon Wireless
311271,us,Verizon Wireless
311287,us,Verizon Wireless
311276,us,Verizon Wireless
311481,us,Verizon Wireless
310013,us,Verizon Wireless
311281,us,Verizon Wireless
311486,us,Verizon Wireless
311270,us,Verizon Wireless
311286,us,Verizon Wireless
310360,us,Cellular Network Partnership LLC
312280,us,Cellular Network Partnership LLC
312270,us,Cellular Network Partnership LLC
310480,us,Choice Phone LLC
311120,us,Choice Phone LLC
310420,us,Cincinnati Bell Wireless LLC
310180,us,Cingular Wireless
310620,us,Coleman County Telco /Trans TX
31006,us,Consolidated Telcom
31060,us,Consolidated Telcom
310700,us,Cross Valliant Cellular Partnership
312030,us,Cross Wireless Telephone Co.
311140,us,Cross Wireless Telephone Co.
312040,us,Custer Telephone Cooperative Inc.
310440,us,Dobson Cellular Systems
310990,us,E.N.M.R. Telephone Coop.
312130,us,East Kentucky Network LLC
312120,us,East Kentucky Network LLC
310750,us,East Kentucky Network LLC
310090,us,Edge Wireless LLC
310610,us,Elkhart TelCo. / Epic Touch Co.
311311,us,Farmers
311460,us,Fisher Wireless Services Inc.
310430,us,GCI Communication Corp.
311370,us,GCI Communication Corp.
310920,us,Get Mobile Inc.
311340,us,Illinois Valley Cellular RSA 2 Partnership
312170,us,Iowa RSA No. 2 Limited Partnership
311410,us,Iowa RSA No. 2 Limited Partnership
310770,us,Iowa Wireless Services LLC
310650,us,Jasper
310870,us,Kaplan Telephone Company Inc.
310690,us,Keystone Wireless LLC
312180,us,Keystone Wireless LLC
311310,us,Lamar County Cellular
310016,us,Leap Wireless International Inc.
310040,us,Matanuska Tel. Assn. Inc.
310780,us,Message Express Co. / Airlink PCS
311330,us,Michigan Wireless LLC
310400,us,Minnesota South. Wirel. Co. / Hickory
312010,us,Missouri RSA No 5 Partnership
311920,us,Missouri RSA No 5 Partnership
311020,us,Missouri RSA No 5 Partnership
311010,us,Missouri RSA No 5 Partnership
312220,us,Missouri RSA No 5 Partnership
310350,us,Mohave Cellular LP
310570,us,MTPCS LLC
310290,us,NEP Cellcorp Inc.
31034,us,Nevada Wireless LLC
310600,us,New-Cell Inc.
311300,us,Nexus Communications Inc.
310130,us,North Carolina RSA 3 Cellular Tel. Co.
312230,us,North Dakota Network Company
311610,us,North Dakota Network Company
310450,us,Northeast Colorado Cellular Inc.
311710,us,Northeast Wireless Networks LLC
310670,us,Northstar
310011,us,Northstar
311420,us,Northwest Missouri Cellular Limited Partnership
310760,us,Panhandle Telephone Cooperative Inc.
310580,us,PCS ONE
311170,us,PetroCom
311670,us,Pine Belt Cellular Inc.
310100,us,Plateau Telecommunications Inc.
310940,us,Poka Lambro Telco Ltd.
310500,us,Public Service Cellular Inc.
312160,us,RSA 1 Limited Partnership
311430,us,RSA 1 Limited Partnership
311350,us,Sagebrush Cellular Inc.
31046,us,SIMMETRY
311260,us,SLO Cellular Inc / Cellular One of San Luis
310320,us,Smith Bagley Inc.
316011,us,Southern Communications Services Inc.
312530,us,Sprint Spectrum
311490,us,Sprint Spectrum
310120,us,Sprint Spectrum
316010,us,Sprint Spectrum
312190,us,Sprint Spectrum
311880,us,Sprint Spectrum
311870,us,Sprint Spectrum
310160,us,T-Mobile
310240,us,T-Mobile
310660,us,T-Mobile
310230,us,T-Mobile
31031,us,T-Mobile
310220,us,T-Mobile
310270,us,T-Mobile
310210,us,T-Mobile
310260,us,T-Mobile
310200,us,T-Mobile
310250,us,T-Mobile
310330,us,T-Mobile
310800,us,T-Mobile
310300,us,T-Mobile
310280,us,T-Mobile
310310,us,T-Mobile
310740,us,Telemetrix Inc.
31014,us,Testing
310860,us,Texas RSA 15B2 Limited Partnership
311050,us,Thumb Cellular Limited Partnership
311830,us,Thumb Cellular Limited Partnership
310460,us,TMP Corporation
310490,us,Triton PCS
312290,us,Uintah Basin Electronics Telecommunications Inc.
311860,us,Uintah Basin Electronics Telecommunications Inc.
310960,us,Uintah Basin Electronics Telecommunications Inc.
310020,us,Union Telephone Co.
310730,us,United States Cellular Corp.
311220,us,United States Cellular Corp.
311650,us,United Wireless Communications Inc.
31038,us,USA 3650 AT&T
310520,us,VeriSign
310530,us,West Virginia Wireless
310340,us,Westlink Communications LLC
311070,us,Wisconsin RSA #7 Limited Partnership
310390,us,Yorkville Telephone Cooperative
74801,uy,Ancel/Antel
74803,uy,Ancel/Antel
74810,uy,Claro/AM Wireless
74807,uy,MOVISTAR
43404,uz,Bee Line/Unitel
43401,uz,Buztel
43407,uz,MTS/Uzdunrobita
43405,uz,Ucell/Coscom
43402,uz,Uzmacom
54105,vu,DigiCel
54101,vu,SMILE
73403,ve,DigiTel C.A.
73402,ve,DigiTel C.A.
73401,ve,DigiTel C.A.
73406,ve,Movilnet C.A.
73404,ve,Movistar/TelCel
45207,vn,Beeline
45201,vn,Mobifone
45203,vn,S-Fone/Telecom
45205,vn,VietnaMobile
45208,vn,Viettel Mobile
45206,vn,Viettel Mobile
45204,vn,Viettel Mobile
45202,vn,Vinaphone
37650,vi,Digicel
42104,ye,HITS/Y Unitel
42102,ye,MTN/Spacetel
42101,ye,Sabaphone
42103,ye,Yemen Mob. CDMA
64503,zm,Zamtel/Cell Z/MTS
64502,zm,MTN/Telecel
64501,zm,Airtel/Zain/Celtel
64804,zw,Econet
64801,zw,Net One
64803,zw,Telecel
